the_geom,marker_id,meter_id,bay_id,last_edit,rd_seg_id,rd_seg_dsc,mean_lat,mean_long,location
"MULTIPOLYGON (((144.96868599981 -37.814323827309, 144.968663156708 -37.814330510172, 144.968639209064 -37.814278941747, 144.968662029246 -37.814272265702, 144.96868599981 -37.814323827309)))",675W,,11342,20201208141640.0,20148.0,Russell Street between Collins Street and Little Collins Street,-37.814305874447804,144.9686672789276,"(-37.814305874447804, 144.9686672789276)"
"MULTIPOLYGON (((144.975505046044 -37.811914658205, 144.975501956859 -37.811933269387, 144.975427054019 -37.811924894692, 144.975430344525 -37.811906523983, 144.975505046044 -37.811914658205)))",12435S,,9475,20201208140745.0,21855.0,St Andrews Place between Lansdowne Street and MacArthur Street,-37.8119188008944,144.9754738894982,"(-37.8119188008944, 144.9754738894982)"
"MULTIPOLYGON (((144.976893435116 -37.812067278252, 144.976890078796 -37.812085243246, 144.976813045355 -37.812076842736, 144.976816411142 -37.812058822936, 144.976893435116 -37.812067278252)))",12467S,,9491,20201208140746.0,21855.0,St Andrews Place between Lansdowne Street and MacArthur Street,-37.8120710930844,144.97686128110502,"(-37.8120710930844, 144.97686128110502)"
"MULTIPOLYGON (((144.977890356821 -37.813193443534, 144.977889946789 -37.813195939965, 144.977862917767 -37.813193173284, 144.977871296642 -37.813141667058, 144.977898331691 -37.813144420323, 144.977890356821 -37.813193443534)))",11834E,,13810,20201208141113.0,21859.0,Lansdowne Street between Wellington Parade and St Andrews Place,-37.813177014616336,144.97788386775517,"(-37.813177014616336, 144.97788386775517)"
"MULTIPOLYGON (((144.958091128778 -37.797212724458, 144.958084759155 -37.797266736027, 144.958057622939 -37.797264761448, 144.958063989468 -37.797210780467, 144.958091128778 -37.797212724458)))",14018E,,23798,20210305154209.0,22513.0,Intersection of Royal Parade and Story Street,-37.7972335453716,144.9580777258236,"(-37.7972335453716, 144.9580777258236)"
"MULTIPOLYGON (((144.956241916061 -37.812952540469, 144.956201898307 -37.81296395767, 144.956195189854 -37.812949364753, 144.956287383092 -37.812923154683, 144.956294102245 -37.812937772112, 144.956241916061 -37.812952540469)))",3507S,664D,10956,20210629124059.0,20046.0,Little Lonsdale Street between William Street and King Street,-37.812946555026,144.95624373427,"(-37.812946555026, 144.95624373427)"
"MULTIPOLYGON (((144.958038913611 -37.797655439877, 144.958033080458 -37.797704896277, 144.95800597645 -37.797702653692, 144.958011805422 -37.797653226058, 144.958038913611 -37.797655439877)))",14014E,,23794,20210305154209.0,22514.0,Royal Parade between Grattan Street and Story Street,-37.797674331156195,144.9580257379104,"(-37.797674331156195, 144.9580257379104)"
"MULTIPOLYGON (((144.977317992675 -37.812112944082, 144.977314781261 -37.812131555019, 144.97724462567 -37.812123904662, 144.977241892821 -37.812123607189, 144.977245021857 -37.812104935361, 144.977317992675 -37.812112944082)))",12477S,,9510,20201208140747.0,21855.0,St Andrews Place between Lansdowne Street and MacArthur Street,-37.81211831506583,144.97728038449318,"(-37.81211831506583, 144.97728038449318)"
"MULTIPOLYGON (((144.958442604329 -37.794344087555, 144.958415489646 -37.794341946725, 144.958422164086 -37.794286906742, 144.95844927287 -37.794289096131, 144.958442604329 -37.794344087555)))",14112E,,23838,20210305154210.0,22605.0,Royal Parade between Bayles Street and Degraves Street,-37.7943212249416,144.958434427052,"(-37.7943212249416, 144.958434427052)"
"MULTIPOLYGON (((144.975430344525 -37.811906523983, 144.975427054043 -37.811924893791, 144.975359581259 -37.811917349721, 144.975362824784 -37.811899244054, 144.975430344525 -37.811906523983)))",12433S,,9474,20201208140745.0,21855.0,St Andrews Place between Lansdowne Street and MacArthur Street,-37.811910907106395,144.9754020298272,"(-37.811910907106395, 144.9754020298272)"
"MULTIPOLYGON (((144.977906763565 -37.813092594185, 144.977898331691 -37.813144420323, 144.977871296642 -37.813141667058, 144.977879729669 -37.813089840942, 144.977906763565 -37.813092594185)))",11836E,,13809,20201208141113.0,21859.0,Lansdowne Street between Wellington Parade and St Andrews Place,-37.81311222333861,144.97789257702638,"(-37.81311222333861, 144.97789257702638)"
"MULTIPOLYGON (((144.968813843432 -37.814060596548, 144.968791332901 -37.814067085113, 144.968769224778 -37.814018816111, 144.968791720412 -37.814012331799, 144.968813843432 -37.814060596548)))",694E,,11350,20201208140811.0,20148.0,Russell Street between Collins Street and Little Collins Street,-37.8140438852238,144.96879599299103,"(-37.8140438852238, 144.96879599299103)"
"MULTIPOLYGON (((144.968662029246 -37.814272265702, 144.968639210199 -37.814278941766, 144.968615264734 -37.814227377879, 144.968638062046 -37.814220706852, 144.968662029246 -37.814272265702)))",677W,,11343,20201208141640.0,20148.0,Russell Street between Collins Street and Little Collins Street,-37.8142543115802,144.96864331909418,"(-37.8142543115802, 144.96864331909418)"
"MULTIPOLYGON (((144.958200936839 -37.796318745289, 144.958193900056 -37.796375504711, 144.958166768683 -37.796373489692, 144.958173802546 -37.796316754552, 144.958200936839 -37.796318745289)))",14052E,,23814,20210305154210.0,22608.0,Royal Parade between Morrah Street and Story Street,-37.796340647906604,144.95818726899262,"(-37.796340647906604, 144.95818726899262)"
"MULTIPOLYGON (((144.97580863578 -37.811834023124, 144.975805057203 -37.811852630408, 144.975737537313 -37.811845314645, 144.975741120124 -37.811826677697, 144.97580863578 -37.811834023124)))",12440N,,9471,20201208140745.0,21855.0,St Andrews Place between Lansdowne Street and MacArthur Street,-37.811838533799595,144.97578019724,"(-37.811838533799595, 144.97578019724)"
"MULTIPOLYGON (((144.977392237623 -37.812121091797, 144.977389036712 -37.81213965155, 144.977314781261 -37.812131555019, 144.977317992675 -37.812112944082, 144.977392237623 -37.812121091797)))",12479S,,9509,20201208140747.0,21855.0,St Andrews Place between Lansdowne Street and MacArthur Street,-37.812125266849,144.97736125717879,"(-37.812125266849, 144.97736125717879)"
"MULTIPOLYGON (((144.958151507293 -37.796717474893, 144.958144436797 -37.79677450678, 144.95811730066 -37.796772535823, 144.958124437015 -37.796714968878, 144.958151507293 -37.796717474893)))",14038E,,23807,20210305154210.0,22608.0,Royal Parade between Morrah Street and Story Street,-37.7967393922534,144.9581378378116,"(-37.7967393922534, 144.9581378378116)"
"MULTIPOLYGON (((144.968858089528 -37.814157126936, 144.968835548068 -37.814163623987, 144.968813441001 -37.814115355913, 144.968835966429 -37.814108863095, 144.968858089528 -37.814157126936)))",686E,,11348,20201208140811.0,20148.0,Russell Street between Collins Street and Little Collins Street,-37.8141404193734,144.9688402269108,"(-37.8141404193734, 144.9688402269108)"
"MULTIPOLYGON (((144.977830834848 -37.81355600792, 144.97782220885 -37.813606992619, 144.977795999033 -37.813604296763, 144.977804536684 -37.81355330334, 144.977830834848 -37.81355600792)))",11822E,,13816,20201208141114.0,21859.0,Lansdowne Street between Wellington Parade and St Andrews Place,-37.813575321712406,144.97781688285258,"(-37.813575321712406, 144.97781688285258)"
"MULTIPOLYGON (((144.968477690424 -37.813322858072, 144.968451810003 -37.813330208536, 144.968428788831 -37.813279335537, 144.96845444144 -37.813272048736, 144.968477690424 -37.813322858072)))",746E,,9457,20210208154140.0,20149.0,Russell Street between Little Collins Street and Bourke Street,-37.81330546179059,144.96845808422444,"(-37.81330546179059, 144.96845808422444)"
"MULTIPOLYGON (((144.958137440451 -37.79683094878, 144.958130302237 -37.796888541826, 144.95810319583 -37.796886314545, 144.95811032942 -37.796828766479, 144.958137440451 -37.79683094878)))",14032E,,23805,20210305154210.0,22608.0,Royal Parade between Morrah Street and Story Street,-37.79685310408199,144.95812374167778,"(-37.79685310408199, 144.95812374167778)"
"MULTIPOLYGON (((144.957897226627 -37.798774226857, 144.95789075992 -37.798828040259, 144.957863643822 -37.798825892051, 144.957870110599 -37.798772076849, 144.957897226627 -37.798774226857)))",14000E,,23785,20210305154209.0,22514.0,Royal Parade between Grattan Street and Story Street,-37.798794892574605,144.957883793519,"(-37.798794892574605, 144.957883793519)"
"MULTIPOLYGON (((144.977759611065 -37.813982130519, 144.977753044982 -37.81402098108, 144.977726686553 -37.814018272742, 144.977735359927 -37.813966472401, 144.977761758003 -37.813969184121, 144.977759611065 -37.813982130519)))",11806E,,13824,20201208141114.0,21859.0,Lansdowne Street between Wellington Parade and St Andrews Place,-37.813989861897,144.97774934526583,"(-37.813989861897, 144.97774934526583)"
"MULTIPOLYGON (((144.955978346713 -37.81297442482, 144.955924934036 -37.812989714252, 144.955918251176 -37.812975019031, 144.955971667026 -37.812959737767, 144.955978346713 -37.81297442482)))",3514N,,10959,20210629124059.0,20046.0,Little Lonsdale Street between William Street and King Street,-37.812974664138,144.9559543091328,"(-37.812974664138, 144.9559543091328)"
"MULTIPOLYGON (((144.958158490346 -37.796661143505, 144.958151507293 -37.796717474893, 144.958124437015 -37.796714968878, 144.958131384908 -37.79665892526, 144.958158490346 -37.796661143505)))",14040E,,23808,20210305154210.0,22608.0,Royal Parade between Morrah Street and Story Street,-37.7966827312082,144.9581448619816,"(-37.7966827312082, 144.9581448619816)"
"MULTIPOLYGON (((144.958033080458 -37.797704896277, 144.958026417364 -37.797761395406, 144.957999310643 -37.797759168092, 144.95800597645 -37.797702653692, 144.958033080458 -37.797704896277)))",14012E,,23793,20210305154209.0,22514.0,Royal Parade between Grattan Street and Story Street,-37.7977266019488,144.9580195730746,"(-37.7977266019488, 144.9580195730746)"
"MULTIPOLYGON (((144.958123277285 -37.796945196907, 144.958116170224 -37.797002523743, 144.958089099745 -37.79700002132, 144.958096168954 -37.796942997527, 144.958123277285 -37.796945196907)))",14028E,,23803,20210305154210.0,22608.0,Royal Parade between Morrah Street and Story Street,-37.7969671872808,144.95810959869863,"(-37.7969671872808, 144.95810959869863)"
"MULTIPOLYGON (((144.97752329459 -37.812135474553, 144.977520105252 -37.81215394439, 144.977452040299 -37.812146522016, 144.977455236608 -37.812128005439, 144.97752329459 -37.812135474553)))",12483S,,9507,20201208140746.0,21855.0,St Andrews Place between Lansdowne Street and MacArthur Street,-37.8121398841902,144.97749479426778,"(-37.8121398841902, 144.97749479426778)"
"MULTIPOLYGON (((144.952177380027 -37.803234389528, 144.952245567404 -37.803241999767, 144.952241879592 -37.803261446995, 144.952174014769 -37.803254206438, 144.952177380027 -37.803234389528)))",7724N,,146,20201223122239.0,20974.0,Queensberry Street between Chetwynd Street and Leveson Street,-37.8032452864512,144.95220324436383,"(-37.8032452864512, 144.95220324436383)"
"MULTIPOLYGON (((144.958334801351 -37.795224930427, 144.958327786436 -37.795283998164, 144.958300649353 -37.795282039855, 144.958307667155 -37.795222950542, 144.958334801351 -37.795224930427)))",14082E,,23824,20210305154210.0,22363.0,Royal Parade between Bayles Street and Morrah Street,-37.795247769883005,144.95832114112918,"(-37.795247769883005, 144.95832114112918)"
"MULTIPOLYGON (((144.95810394915 -37.797104022335, 144.958097521811 -37.797158522244, 144.958070387216 -37.797156531476, 144.958076842344 -37.797101806755, 144.95810394915 -37.797104022335)))",14022E,,23800,20210305154209.0,22513.0,Intersection of Royal Parade and Story Street,-37.797124981029,144.9580905299342,"(-37.797124981029, 144.9580905299342)"
"MULTIPOLYGON (((144.958327786436 -37.795283998164, 144.958320917908 -37.795341832023, 144.958293782213 -37.795339863823, 144.958300649353 -37.795282039855, 144.958327786436 -37.795283998164)))",14080E,,23823,20210305154210.0,22363.0,Royal Parade between Bayles Street and Morrah Street,-37.7953063464058,144.9583141844692,"(-37.7953063464058, 144.9583141844692)"
"MULTIPOLYGON (((144.977871714523 -37.813304700042, 144.977864613758 -37.813348705181, 144.977839228564 -37.813346098296, 144.977847571883 -37.813296271258, 144.977872827585 -37.813298960629, 144.977872198912 -37.813302725768, 144.977871738205 -37.813304581493, 144.977871729175 -37.813304620989, 144.977871721282 -37.813304660506, 144.977871714523 -37.813304700042)))",11832E,,13811,20201208141113.0,21859.0,Lansdowne Street between Wellington Parade and St Andrews Place,-37.8133116024204,144.97786550584098,"(-37.8133116024204, 144.97786550584098)"
"MULTIPOLYGON (((144.975722537755 -37.811938341315, 144.975719287692 -37.81195747963, 144.975675198757 -37.811952639343, 144.975647452457 -37.811949537206, 144.975651152286 -37.811930567936, 144.975722537755 -37.811938341315)))",12441S,,9478,20201208140745.0,21855.0,St Andrews Place between Lansdowne Street and MacArthur Street,-37.8119444844575,144.97568969445032,"(-37.8119444844575, 144.97568969445032)"
"MULTIPOLYGON (((144.95818679888 -37.796432787502, 144.958179760515 -37.796489562215, 144.958152655214 -37.796487341274, 144.958159665856 -37.796430790475, 144.95818679888 -37.796432787502)))",14048E,,23812,20210305154210.0,22608.0,Royal Parade between Morrah Street and Story Street,-37.7964546537936,144.958173135869,"(-37.7964546537936, 144.958173135869)"
"MULTIPOLYGON (((144.958393745504 -37.794742866052, 144.958387352879 -37.794795050576, 144.958360246977 -37.794792832383, 144.958366642263 -37.794740634389, 144.958393745504 -37.794742866052)))",14096E,,23831,20210305154210.0,22363.0,Royal Parade between Bayles Street and Morrah Street,-37.7947628498904,144.95838034662543,"(-37.7947628498904, 144.95838034662543)"
"MULTIPOLYGON (((144.958400744354 -37.79468582117, 144.958393745504 -37.794742866052, 144.958366642263 -37.794740634389, 144.958373638342 -37.794683608386, 144.958400744354 -37.79468582117)))",14098E,,23832,20210305154210.0,22363.0,Royal Parade between Bayles Street and Morrah Street,-37.7947077502334,144.9583871029634,"(-37.7947077502334, 144.9583871029634)"
"MULTIPOLYGON (((144.95811015827 -37.797051384078, 144.95810394915 -37.797104022335, 144.958076842344 -37.797101806755, 144.958083075722 -37.797048948132, 144.95811015827 -37.797051384078)))",14024E,,23801,20210305154210.0,22513.0,Intersection of Royal Parade and Story Street,-37.79707150907559,144.9580968367512,"(-37.79707150907559, 144.9580968367512)"
"MULTIPOLYGON (((144.976078075685 -37.811977057515, 144.976075082299 -37.811996366971, 144.976007904437 -37.811989041019, 144.976011312592 -37.811969643169, 144.976078075685 -37.811977057515)))",12447S,,9481,20201208140745.0,21855.0,St Andrews Place between Lansdowne Street and MacArthur Street,-37.811981833237795,144.97605009013958,"(-37.811981833237795, 144.97605009013958)"
"MULTIPOLYGON (((144.962583596146 -37.825481561507, 144.962601904697 -37.825495028268, 144.962555601175 -37.825534634738, 144.962537292647 -37.825521167069, 144.962583596146 -37.825481561507)))",8657W,SONT21,22606,20201208142107.0,22051.0,Kavanagh Street between Power Street and Balston Street,-37.82550279061779,144.9625723981622,"(-37.82550279061779, 144.9625723981622)"
"MULTIPOLYGON (((144.975741120124 -37.811826677697, 144.975737537313 -37.811845314645, 144.975670017462 -37.811837997942, 144.97567362033 -37.811819334306, 144.975741120124 -37.811826677697)))",12438N,,9470,20201208140745.0,21855.0,St Andrews Place between Lansdowne Street and MacArthur Street,-37.811831200457405,144.9757126830706,"(-37.811831200457405, 144.9757126830706)"
"MULTIPOLYGON (((144.957916627867 -37.79861278486, 144.957910161169 -37.798666599167, 144.957883045203 -37.798664448262, 144.957889511674 -37.798610642965, 144.957916627867 -37.79861278486)))",14004E,,23788,20210305154209.0,22514.0,Royal Parade between Grattan Street and Story Street,-37.7986334520228,144.957903194756,"(-37.7986334520228, 144.957903194756)"
